Numarul Circumscriptiei,Numarul total de alegatori,Raionul RO,Raionul RU,Localitatea/Adresa RO,Localitatea/Adresa RU,Numarul sectiei de vot,Adresa sectiei de vot
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 51,str. Drumul Crucii 51,75,"Liceul Teoretic ""Principesa Natalia Dadiani"", (tel. 022 747519)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 53,str. Drumul Crucii 53,75,"Liceul Teoretic ""Principesa Natalia Dadiani"", (tel. 022 747519)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Trușeni,str. Trușeni,75,"Liceul Teoretic ""Principesa Natalia Dadiani"", (tel. 022 747519)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Florile Dalbe,str. Florile Dalbe,75,"Liceul Teoretic ""Principesa Natalia Dadiani"", (tel. 022 747519)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str-la Florile Dalbe,str-la Florile Dalbe,75,"Liceul Teoretic ""Principesa Natalia Dadiani"", (tel. 022 747519)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 44,str. Călărași 44,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 46,str. Călărași 46,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 47a,str. Călărași 47a,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 47/1,str. Călărași 47/1,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 47/2,str. Călărași 47/2,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 47/3,str. Călărași 47/3,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 49,str. Călărași 49,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 50,str. Călărași 50,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 51,str. Călărași 51,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 52,str. Călărași 52,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 53,str. Călărași 53,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 54,str. Călărași 54,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 55,str. Călărași 55,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 56,str. Călărași 56,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 57,str. Călărași 57,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 58,str. Călărași 58,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 59,str. Călărași 59,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 60,str. Călărași 60,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 61,str. Călărași 61,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 62,str. Călărași 62,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 63,str. Călărași 63,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 64,str. Călărași 64,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 66,str. Călărași 66,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 66a,str. Călărași 66a,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 66b,str. Călărași 66b,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 67,str. Călărași 67,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 68,str. Călărași 68,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 68A,str. Călărași 68A,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 78,str. Călărași 78,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 78/1,str. Călărași 78/1,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 79/1,str. Călărași 79/1,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 80,str. Călărași 80,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 83,str. Călărași 83,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 83a,str. Călărași 83a,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 84,str. Călărași 84,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 85,str. Călărași 85,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 86,str. Călărași 86,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 87,str. Călărași 87,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 88,str. Călărași 88,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 89,str. Călărași 89,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 90,str. Călărași 90,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 92,str. Călărași 92,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 93,str. Călărași 93,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 94,str. Călărași 94,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 96,str. Călărași 96,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 98,str. Călărași 98,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Călărași 100,str. Călărași 100,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 5,str. Milano 5,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 7,str. Milano 7,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 9,str. Milano 9,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 11,str. Milano 11,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 13,str. Milano 13,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 15,str. Milano 15,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 17,str. Milano 17,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 19,str. Milano 19,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 19a,str. Milano 19a,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 19v,str. Milano 19v,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 19/1,str. Milano 19/1,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 19/2,str. Milano 19/2,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 21,str. Milano 21,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 23,str. Milano 23,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 25,str. Milano 25,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 27,str. Milano 27,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 29,str. Milano 29,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 31,str. Milano 31,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 33,str. Milano 33,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 35,str. Milano 35,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 58,str. Milano 58,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 60,str. Milano 60,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 60a,str. Milano 60a,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 62,str. Milano 62,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 64,str. Milano 64,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 66,str. Milano 66,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 68,str. Milano 68,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 76,str. Milano 76,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 78,str. Milano 78,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 80,str. Milano 80,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 82,str. Milano 82,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 84,str. Milano 84,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 86,str. Milano 86,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 88,str. Milano 88,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 90,str. Milano 90,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 92,str. Milano 92,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Milano 94,str. Milano 94,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str-la Sculeni,str-la Sculeni,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Torino,str. Torino,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str-la Călărași,str-la Călărași,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 46,str. Drumul Crucii 46,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 48,str. Drumul Crucii 48,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 50,str. Drumul Crucii 50,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 52,str. Drumul Crucii 52,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 54,str. Drumul Crucii 54,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 55,str. Drumul Crucii 55,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 56,str. Drumul Crucii 56,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 57,str. Drumul Crucii 57,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 58,str. Drumul Crucii 58,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 59,str. Drumul Crucii 59,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 60,str. Drumul Crucii 60,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 61,str. Drumul Crucii 61,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 62,str. Drumul Crucii 62,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 63,str. Drumul Crucii 63,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 64,str. Drumul Crucii 64,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 65,str. Drumul Crucii 65,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 66,str. Drumul Crucii 66,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 67,str. Drumul Crucii 67,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 68,str. Drumul Crucii 68,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 69,str. Drumul Crucii 69,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 70,str. Drumul Crucii 70,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 71,str. Drumul Crucii 71,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 72,str. Drumul Crucii 72,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 73,str. Drumul Crucii 73,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 74,str. Drumul Crucii 74,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 75,str. Drumul Crucii 75,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 76,str. Drumul Crucii 76,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 77,str. Drumul Crucii 77,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 78,str. Drumul Crucii 78,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 79,str. Drumul Crucii 79,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 79a,str. Drumul Crucii 79a,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 80,str. Drumul Crucii 80,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 81,str. Drumul Crucii 81,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 81a,str. Drumul Crucii 81a,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 82,str. Drumul Crucii 82,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 83,str. Drumul Crucii 83,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 83b,str. Drumul Crucii 83b,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 83d,str. Drumul Crucii 83d,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 83e,str. Drumul Crucii 83e,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 83g,str. Drumul Crucii 83g,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 83v,str. Drumul Crucii 83v,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 84,str. Drumul Crucii 84,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 85,str. Drumul Crucii 85,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 85a,str. Drumul Crucii 85a,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 86,str. Drumul Crucii 86,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 87,str. Drumul Crucii 87,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 88,str. Drumul Crucii 88,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
27,56371,MUNICIPIUL CHIȘINĂU - Buiucani,Муниципий Кишинэу - Буюкань,str. Drumul Crucii 89,str. Drumul Crucii 89,76,"Grădiniţa de copii nr.52, (tel. 022 597866)"
